팩토링ID,채권ID,법인명,고객ID,통화,팩토링사,팩토링실행일,팩토링금액,수수료율,실수령액,상환유형
FT0715,AR0938,미국법인,OC092,USD,HSBC Trade Finance,2025-07-08,51893.13,0.0348,50087.25,비소구
FT0716,AR0938,미국법인,OC092,USD,IBK기업은행,2025-07-17,16933.44,0.0269,16477.93,소구
FT0717,AR0939,베트남법인,OC093,VND,신한팩토링,2025-01-19,710306.91,0.0435,679408.56,소구
FT0718,AR0939,베트남법인,OC093,VND,IBK기업은행,2025-01-13,476860.25,0.0163,469087.43,소구
FT0719,AR0941,베트남법인,OC093,VND,우리은행 무역금융,2025-05-15,406468.9,0.0163,399843.46,비소구
FT0720,AR0942,베트남법인,OC093,VND,신한팩토링,2025-01-21,1465978.4,0.0298,1422292.24,비소구
FT0721,AR0943,베트남법인,OC093,VND,BNP Paribas Factor,2025-04-02,454244.23,0.0347,438481.96,비소구
FT0722,AR0944,베트남법인,OC093,VND,우리은행 무역금융,2025-03-06,384338.25,0.0316,372193.16,비소구
FT0723,AR0946,베트남법인,OC093,VND,IBK기업은행,2025-06-02,1547204.44,0.0442,1478818.0,소구
FT0724,AR0948,베트남법인,OC094,VND,신한팩토링,2025-08-09,846301.75,0.0183,830814.43,소구
FT0725,AR0948,베트남법인,OC094,VND,신한팩토링,2025-08-01,263946.51,0.0358,254497.22,비소구
FT0726,AR0949,베트남법인,OC094,VND,HSBC Trade Finance,2025-05-13,1328830.12,0.0416,1273550.79,소구
FT0727,AR0950,베트남법인,OC094,VND,BNP Paribas Factor,2025-05-02,2304111.42,0.0447,2201117.64,소구
FT0728,AR0951,베트남법인,OC094,VND,우리은행 무역금융,2025-07-20,983909.11,0.0272,957146.78,비소구
FT0729,AR0951,베트남법인,OC094,VND,HSBC Trade Finance,2025-07-11,476334.52,0.0316,461282.35,소구
FT0730,AR0952,베트남법인,OC094,VND,IBK기업은행,2025-06-03,1543969.4,0.0362,1488077.71,비소구
FT0731,AR0953,중국법인,OC095,CNY,BNP Paribas Factor,2025-05-26,2374702.38,0.0197,2327920.74,소구
FT0732,AR0954,중국법인,OC095,CNY,IBK기업은행,2025-07-01,1900404.45,0.0154,1871138.22,비소구
FT0733,AR0955,중국법인,OC095,CNY,신한팩토링,2025-07-25,135920.6,0.0443,129899.32,비소구
FT0734,AR0956,중국법인,OC095,CNY,BNP Paribas Factor,2025-05-28,331048.81,0.0256,322573.96,소구
FT0735,AR0957,중국법인,OC095,CNY,우리은행 무역금융,2025-05-08,804717.63,0.0364,775425.91,소구
FT0736,AR0959,중국법인,OC095,CNY,우리은행 무역금융,2025-01-25,2071173.41,0.0161,2037827.52,소구
FT0737,AR0961,중국법인,OC095,CNY,IBK기업은행,2025-07-03,1480221.2,0.041,1419532.13,소구
FT0738,AR0963,중국법인,OC095,CNY,신한팩토링,2025-05-09,762076.95,0.0442,728393.15,소구
FT0739,AR0964,중국법인,OC095,CNY,HSBC Trade Finance,2025-05-28,282263.32,0.0201,276589.83,비소구
FT0740,AR0966,미국법인,OC096,USD,HSBC Trade Finance,2025-07-03,10502.89,0.016,10334.84,소구
FT0741,AR0967,미국법인,OC096,USD,우리은행 무역금융,2025-05-12,84834.18,0.0224,82933.89,소구
FT0742,AR0968,미국법인,OC096,USD,IBK기업은행,2025-07-28,47424.3,0.0346,45783.42,비소구
FT0743,AR0969,미국법인,OC096,USD,우리은행 무역금융,2025-04-30,4880.4,0.0236,4765.22,소구
FT0744,AR0972,미국법인,OC097,USD,HSBC Trade Finance,2025-07-30,82351.59,0.041,78975.17,소구
FT0745,AR0974,미국법인,OC097,USD,우리은행 무역금융,2025-04-08,76915.41,0.0409,73769.57,비소구
FT0746,AR0975,미국법인,OC097,USD,BNP Paribas Factor,2025-06-01,53127.24,0.0394,51034.03,소구
FT0747,AR0978,미국법인,OC097,USD,IBK기업은행,2025-03-23,75387.85,0.0374,72568.34,소구
FT0748,AR0979,미국법인,OC097,USD,HSBC Trade Finance,2025-07-01,14244.77,0.0161,14015.43,비소구
FT0749,AR0980,미국법인,OC097,USD,IBK기업은행,2025-02-14,24106.81,0.0421,23091.91,소구
FT0750,AR0981,미국법인,OC097,USD,신한팩토링,2025-05-05,68011.68,0.031,65903.32,소구
FT0751,AR0983,중국법인,OC098,CNY,IBK기업은행,2025-08-17,789365.29,0.0204,773262.24,소구
FT0752,AR0983,중국법인,OC098,CNY,HSBC Trade Finance,2025-08-18,635586.85,0.0427,608447.29,소구
FT0753,AR0984,중국법인,OC098,CNY,BNP Paribas Factor,2025-06-02,789387.3,0.0412,756864.54,비소구
FT0754,AR0985,중국법인,OC098,CNY,신한팩토링,2025-04-05,941582.45,0.0227,920208.53,소구
FT0755,AR0986,중국법인,OC098,CNY,우리은행 무역금융,2025-03-05,1480028.33,0.0217,1447911.72,소구
FT0756,AR0987,중국법인,OC098,CNY,신한팩토링,2025-04-10,1382438.13,0.0385,1329214.26,소구
FT0757,AR0989,독일법인,OC099,EUR,BNP Paribas Factor,2025-03-02,69936.67,0.0214,68440.03,비소구
FT0758,AR0990,독일법인,OC099,EUR,우리은행 무역금융,2025-04-03,49509.39,0.0402,47519.11,소구
FT0759,AR0991,독일법인,OC099,EUR,신한팩토링,2025-04-17,12731.39,0.0369,12261.6,소구
FT0760,AR0992,독일법인,OC099,EUR,IBK기업은행,2025-02-19,42530.46,0.0252,41458.69,비소구
FT0761,AR0994,독일법인,OC099,EUR,BNP Paribas Factor,2025-02-26,51353.36,0.0259,50023.31,소구
FT0762,AR0995,독일법인,OC099,EUR,HSBC Trade Finance,2025-04-24,38540.03,0.043,36882.81,비소구
FT0763,AR0996,독일법인,OC099,EUR,HSBC Trade Finance,2025-04-02,12599.84,0.0326,12189.09,소구
FT0764,AR0998,베트남법인,OC100,VND,IBK기업은행,2025-04-27,674394.99,0.0365,649779.57,비소구
FT0765,AR0999,베트남법인,OC100,VND,우리은행 무역금융,2025-07-18,380090.86,0.0364,366255.55,소구
FT0766,AR1001,베트남법인,OC100,VND,우리은행 무역금융,2025-03-21,600454.48,0.0377,577817.35,소구
FT0767,AR1002,베트남법인,OC100,VND,신한팩토링,2025-06-12,1926228.83,0.0364,1856114.1,소구
FT0768,AR1004,베트남법인,OC100,VND,BNP Paribas Factor,2025-08-16,1613754.31,0.0181,1584545.36,비소구
FT0769,AR1007,베트남법인,OC100,VND,우리은행 무역금융,2025-07-17,368459.72,0.0369,354863.56,소구
FT0770,AR1008,베트남법인,OC100,VND,BNP Paribas Factor,2025-04-24,1067914.09,0.0427,1022314.16,비소구
FT0771,AR1009,중국법인,OC101,CNY,BNP Paribas Factor,2025-03-27,2650315.17,0.0161,2607645.1,비소구
FT0772,AR1010,중국법인,OC101,CNY,IBK기업은행,2025-07-02,69374.18,0.0193,68035.26,소구
FT0773,AR1012,중국법인,OC101,CNY,IBK기업은행,2025-07-14,216756.97,0.0187,212703.61,비소구
FT0774,AR1013,중국법인,OC101,CNY,우리은행 무역금융,2025-07-20,94982.08,0.033,91847.67,소구
FT0775,AR1015,중국법인,OC101,CNY,신한팩토링,2025-07-28,256162.3,0.019,251295.22,비소구
FT0776,AR1018,독일법인,OC102,EUR,우리은행 무역금융,2025-07-17,29015.47,0.0277,28211.74,비소구
FT0777,AR1020,독일법인,OC102,EUR,우리은행 무역금융,2025-05-05,21314.97,0.0264,20752.25,소구
FT0778,AR1021,독일법인,OC102,EUR,우리은행 무역금융,2025-04-27,49237.51,0.0315,47686.53,비소구
FT0779,AR1022,독일법인,OC102,EUR,IBK기업은행,2025-04-03,26849.23,0.0294,26059.86,비소구
FT0780,AR1026,독일법인,OC102,EUR,BNP Paribas Factor,2025-04-30,8255.42,0.041,7916.95,비소구
FT0781,AR1027,독일법인,OC102,EUR,신한팩토링,2025-04-23,12727.59,0.0399,12219.76,소구
FT0782,AR1028,독일법인,OC102,EUR,IBK기업은행,2025-02-14,28358.24,0.0434,27127.49,비소구
FT0783,AR1029,독일법인,OC102,EUR,HSBC Trade Finance,2025-01-19,44448.2,0.0339,42941.41,비소구
FT0784,AR1030,싱가포르법인,OC103,SGD,IBK기업은행,2025-01-06,21592.88,0.0225,21107.04,소구
FT0785,AR1031,싱가포르법인,OC103,SGD,BNP Paribas Factor,2025-06-26,42769.85,0.026,41657.83,소구
FT0786,AR1032,싱가포르법인,OC103,SGD,IBK기업은행,2025-03-22,30852.06,0.0441,29491.48,소구
FT0787,AR1033,싱가포르법인,OC103,SGD,BNP Paribas Factor,2025-04-06,71571.34,0.0276,69595.97,비소구
FT0788,AR1035,싱가포르법인,OC103,SGD,HSBC Trade Finance,2025-02-16,68738.66,0.0358,66277.82,소구
FT0789,AR1036,싱가포르법인,OC103,SGD,신한팩토링,2025-05-24,109611.07,0.0434,104853.95,소구
FT0790,AR1037,싱가포르법인,OC103,SGD,HSBC Trade Finance,2025-08-12,12167.42,0.041,11668.56,비소구
FT0791,AR1038,싱가포르법인,OC103,SGD,신한팩토링,2025-02-05,18931.18,0.0211,18531.73,소구
FT0792,AR1038,싱가포르법인,OC103,SGD,HSBC Trade Finance,2025-02-07,10630.59,0.0217,10399.91,소구
FT0793,AR1040,미국법인,OC104,USD,HSBC Trade Finance,2025-04-12,45448.3,0.0213,44480.25,소구
FT0794,AR1041,미국법인,OC104,USD,우리은행 무역금융,2025-06-08,35584.73,0.0294,34538.54,비소구
FT0795,AR1045,미국법인,OC104,USD,IBK기업은행,2025-01-31,39667.22,0.0413,38028.96,소구
FT0796,AR1048,미국법인,OC104,USD,IBK기업은행,2025-04-14,32735.05,0.0175,32162.19,비소구
FT0797,AR1049,미국법인,OC104,USD,IBK기업은행,2025-04-17,4596.71,0.0188,4510.29,비소구
FT0798,AR1050,미국법인,OC104,USD,신한팩토링,2025-02-15,39777.18,0.0179,39065.17,비소구
FT0799,AR1050,미국법인,OC104,USD,BNP Paribas Factor,2025-02-13,19407.83,0.0424,18584.94,비소구
FT0800,AR1052,미국법인,OC105,USD,신한팩토링,2025-02-09,58459.23,0.0204,57266.66,비소구
FT0801,AR1053,미국법인,OC105,USD,BNP Paribas Factor,2025-04-12,30019.92,0.021,29389.5,비소구
FT0802,AR1054,미국법인,OC105,USD,BNP Paribas Factor,2025-05-31,30906.39,0.022,30226.45,비소구
FT0803,AR1055,미국법인,OC105,USD,BNP Paribas Factor,2025-03-21,13912.33,0.031,13481.05,비소구
FT0804,AR1056,미국법인,OC105,USD,HSBC Trade Finance,2025-08-19,61403.99,0.0323,59420.64,소구
FT0805,AR1057,미국법인,OC105,USD,신한팩토링,2025-07-08,29250.26,0.038,28138.75,비소구
FT0806,AR1058,미국법인,OC105,USD,우리은행 무역금융,2025-06-11,40294.94,0.0411,38638.82,소구
FT0807,AR1059,미국법인,OC105,USD,우리은행 무역금융,2025-03-07,110865.3,0.035,106985.01,소구
FT0808,AR1060,미국법인,OC105,USD,신한팩토링,2025-01-16,60871.51,0.0254,59325.37,비소구
FT0809,AR1062,싱가포르법인,OC106,SGD,신한팩토링,2025-05-20,7398.91,0.0285,7188.04,소구
FT0810,AR1063,싱가포르법인,OC106,SGD,IBK기업은행,2025-01-18,70084.49,0.0303,67960.93,비소구
FT0811,AR1064,싱가포르법인,OC106,SGD,신한팩토링,2025-04-16,45645.54,0.0208,44696.11,비소구
FT0812,AR1065,싱가포르법인,OC106,SGD,우리은행 무역금융,2025-04-25,9488.08,0.0177,9320.14,비소구
FT0813,AR1066,싱가포르법인,OC106,SGD,신한팩토링,2025-07-07,56762.33,0.0256,55309.21,비소구
FT0814,AR1067,싱가포르법인,OC106,SGD,신한팩토링,2025-07-10,48818.8,0.0169,47993.76,소구
FT0815,AR1068,싱가포르법인,OC106,SGD,IBK기업은행,2025-06-30,6231.17,0.0228,6089.1,소구
FT0816,AR1069,싱가포르법인,OC106,SGD,신한팩토링,2025-05-30,37233.21,0.0207,36462.48,소구
FT0817,AR1070,싱가포르법인,OC106,SGD,우리은행 무역금융,2025-08-03,8539.82,0.0418,8182.86,비소구
FT0818,AR1072,싱가포르법인,OC107,SGD,신한팩토링,2025-06-06,112341.28,0.0259,109431.64,소구
FT0819,AR1073,싱가포르법인,OC107,SGD,IBK기업은행,2025-02-28,23495.55,0.0421,22506.39,비소구
FT0820,AR1074,싱가포르법인,OC107,SGD,HSBC Trade Finance,2025-06-16,72275.04,0.0158,71133.09,소구
FT0821,AR1075,싱가포르법인,OC107,SGD,BNP Paribas Factor,2025-08-17,36998.41,0.0224,36169.65,비소구
FT0822,AR1076,싱가포르법인,OC107,SGD,IBK기업은행,2025-04-26,39689.64,0.0275,38598.17,소구
FT0823,AR1076,싱가포르법인,OC107,SGD,IBK기업은행,2025-04-28,19019.02,0.0243,18556.86,소구
FT0824,AR1077,싱가포르법인,OC107,SGD,HSBC Trade Finance,2025-07-10,19489.86,0.0203,19094.22,소구
FT0825,AR1078,싱가포르법인,OC107,SGD,BNP Paribas Factor,2025-07-11,4541.1,0.0333,4389.88,비소구
FT0826,AR1080,미국법인,OC108,USD,IBK기업은행,2025-05-03,25363.91,0.0174,24922.58,비소구
FT0827,AR1081,미국법인,OC108,USD,BNP Paribas Factor,2025-05-23,53287.98,0.0198,52232.88,소구
FT0828,AR1082,미국법인,OC108,USD,우리은행 무역금융,2025-07-25,106142.08,0.0298,102979.05,소구
FT0829,AR1084,미국법인,OC108,USD,신한팩토링,2025-02-25,57753.95,0.0168,56783.68,소구
FT0830,AR1085,미국법인,OC108,USD,우리은행 무역금융,2025-05-22,39885.62,0.0403,38278.23,비소구
FT0831,AR1086,미국법인,OC108,USD,신한팩토링,2025-07-28,19301.89,0.0288,18746.0,소구
FT0832,AR1088,미국법인,OC108,USD,IBK기업은행,2025-02-22,46605.83,0.0291,45249.6,비소구
FT0833,AR1090,미국법인,OC108,USD,BNP Paribas Factor,2025-08-12,72540.32,0.0157,71401.44,소구
FT0834,AR1091,미국법인,OC109,USD,신한팩토링,2025-04-14,76013.69,0.0347,73376.01,소구
FT0835,AR1092,미국법인,OC109,USD,IBK기업은행,2025-07-15,16958.83,0.0153,16699.36,비소구
FT0836,AR1093,미국법인,OC109,USD,BNP Paribas Factor,2025-07-25,29018.56,0.0161,28551.36,소구
FT0837,AR1094,미국법인,OC109,USD,신한팩토링,2025-08-26,26810.36,0.0309,25981.92,소구
FT0838,AR1095,미국법인,OC109,USD,HSBC Trade Finance,2025-07-03,48247.45,0.0355,46534.67,소구
FT0839,AR1097,독일법인,OC110,EUR,IBK기업은행,2025-08-20,35506.84,0.0286,34491.34,소구
FT0840,AR1098,독일법인,OC110,EUR,신한팩토링,2025-02-25,44783.98,0.039,43037.4,소구
FT0841,AR1099,독일법인,OC110,EUR,IBK기업은행,2025-04-16,53316.2,0.0151,52511.13,소구
FT0842,AR1099,독일법인,OC110,EUR,BNP Paribas Factor,2025-04-15,26130.03,0.0168,25691.05,소구
FT0843,AR1101,독일법인,OC110,EUR,BNP Paribas Factor,2025-08-30,29724.66,0.0407,28514.87,비소구
FT0844,AR1103,독일법인,OC110,EUR,BNP Paribas Factor,2025-06-12,27348.69,0.0213,26766.16,비소구
FT0845,AR1104,독일법인,OC110,EUR,IBK기업은행,2025-01-16,54936.16,0.0354,52991.42,비소구
FT0846,AR1105,독일법인,OC110,EUR,우리은행 무역금융,2025-04-02,43261.52,0.0409,41492.12,비소구
FT0847,AR1107,독일법인,OC110,EUR,HSBC Trade Finance,2025-05-22,55427.33,0.0248,54052.73,소구
FT0848,AR1108,독일법인,OC110,EUR,신한팩토링,2025-07-23,33698.82,0.0325,32603.61,소구
FT0849,AR1109,독일법인,OC110,EUR,IBK기업은행,2025-08-05,67641.74,0.02,66288.91,소구
FT0850,AR1113,중국법인,OC111,CNY,신한팩토링,2025-04-10,427762.67,0.0367,412063.78,비소구
FT0851,AR1115,중국법인,OC111,CNY,신한팩토링,2025-05-03,1172810.04,0.0401,1125780.36,소구
FT0852,AR1116,중국법인,OC111,CNY,IBK기업은행,2025-04-27,749764.79,0.0178,736418.98,비소구
FT0853,AR1117,중국법인,OC111,CNY,HSBC Trade Finance,2025-06-11,1581931.9,0.0427,1514383.41,비소구
FT0854,AR1117,중국법인,OC111,CNY,BNP Paribas Factor,2025-06-12,521951.61,0.0343,504048.67,소구
FT0855,AR1118,중국법인,OC111,CNY,신한팩토링,2025-04-25,54992.94,0.0288,53409.14,비소구
FT0856,AR1119,싱가포르법인,OC112,SGD,BNP Paribas Factor,2025-01-20,13746.73,0.0317,13310.96,소구
FT0857,AR1120,싱가포르법인,OC112,SGD,신한팩토링,2025-03-22,99106.3,0.0216,96965.6,소구
FT0858,AR1121,싱가포르법인,OC112,SGD,우리은행 무역금융,2025-06-26,62595.92,0.0279,60849.49,소구
FT0859,AR1124,싱가포르법인,OC112,SGD,BNP Paribas Factor,2025-03-28,22699.62,0.0243,22148.02,비소구
FT0860,AR1125,중국법인,OC113,CNY,IBK기업은행,2025-08-13,417949.98,0.0445,399351.21,비소구
FT0861,AR1126,중국법인,OC113,CNY,IBK기업은행,2025-03-25,2398172.39,0.0373,2308720.56,비소구
FT0862,AR1127,중국법인,OC113,CNY,HSBC Trade Finance,2025-02-05,852677.01,0.0387,819678.41,소구
FT0863,AR1128,중국법인,OC113,CNY,BNP Paribas Factor,2025-02-01,433349.54,0.0181,425505.91,비소구
FT0864,AR1130,중국법인,OC113,CNY,HSBC Trade Finance,2025-02-21,531448.38,0.0372,511678.5,소구
FT0865,AR1133,중국법인,OC113,CNY,BNP Paribas Factor,2025-07-15,486263.7,0.0336,469925.24,비소구
FT0866,AR1136,중국법인,OC113,CNY,우리은행 무역금융,2025-01-30,848735.34,0.023,829214.43,비소구
FT0867,AR1137,중국법인,OC113,CNY,우리은행 무역금융,2025-03-21,1032970.96,0.032,999915.89,소구
FT0868,AR1138,중국법인,OC113,CNY,IBK기업은행,2025-06-04,695555.68,0.0202,681505.46,소구
FT0869,AR1138,중국법인,OC113,CNY,BNP Paribas Factor,2025-05-23,377670.78,0.0226,369135.42,소구
FT0870,AR1139,독일법인,OC114,EUR,BNP Paribas Factor,2025-02-09,78219.24,0.0412,74996.61,소구
FT0871,AR1141,독일법인,OC114,EUR,IBK기업은행,2025-05-04,63221.66,0.017,62146.89,소구
FT0872,AR1142,독일법인,OC114,EUR,BNP Paribas Factor,2025-05-28,64963.13,0.0176,63819.78,소구
FT0873,AR1142,독일법인,OC114,EUR,IBK기업은행,2025-06-01,22052.25,0.0434,21095.18,소구
FT0874,AR1144,독일법인,OC114,EUR,우리은행 무역금융,2025-03-18,15337.6,0.0153,15102.93,소구
FT0875,AR1146,독일법인,OC114,EUR,우리은행 무역금융,2025-06-24,23578.55,0.0243,23005.59,소구
FT0876,AR1150,중국법인,OC115,CNY,신한팩토링,2025-03-06,2461817.28,0.0313,2384762.4,비소구
FT0877,AR1152,중국법인,OC115,CNY,HSBC Trade Finance,2025-06-09,1379442.77,0.0219,1349232.97,비소구
FT0878,AR1153,중국법인,OC115,CNY,우리은행 무역금융,2025-05-26,1991103.29,0.0269,1937542.61,소구
FT0879,AR1154,중국법인,OC115,CNY,신한팩토링,2025-08-06,241227.54,0.0307,233821.85,비소구
FT0880,AR1155,중국법인,OC115,CNY,우리은행 무역금융,2025-02-06,905313.45,0.0198,887388.24,비소구
FT0881,AR1156,중국법인,OC115,CNY,IBK기업은행,2025-07-19,1091625.28,0.0426,1045122.04,소구
FT0882,AR1157,중국법인,OC115,CNY,우리은행 무역금융,2025-07-25,1427816.78,0.02,1399260.44,비소구
FT0883,AR1158,중국법인,OC115,CNY,BNP Paribas Factor,2025-08-20,630308.72,0.0151,620791.06,비소구
FT0884,AR1159,중국법인,OC116,CNY,HSBC Trade Finance,2025-03-14,2148861.05,0.0247,2095784.18,소구
FT0885,AR1160,중국법인,OC116,CNY,BNP Paribas Factor,2025-03-05,2367118.23,0.0187,2322853.12,소구
FT0886,AR1162,중국법인,OC116,CNY,BNP Paribas Factor,2025-07-28,1951943.82,0.0394,1875037.23,소구
FT0887,AR1163,중국법인,OC116,CNY,IBK기업은행,2025-06-10,1050137.43,0.0292,1019473.42,비소구
FT0888,AR1164,중국법인,OC116,CNY,신한팩토링,2025-07-17,2450136.05,0.0272,2383492.35,소구
FT0889,AR1165,중국법인,OC117,CNY,BNP Paribas Factor,2025-05-06,1772609.85,0.0409,1700110.11,소구
FT0890,AR1166,중국법인,OC117,CNY,IBK기업은행,2025-05-09,339694.39,0.0275,330352.79,비소구
FT0891,AR1168,중국법인,OC117,CNY,IBK기업은행,2025-06-16,164967.8,0.0282,160315.71,소구
FT0892,AR1169,중국법인,OC117,CNY,우리은행 무역금융,2025-06-24,230399.55,0.0246,224731.72,비소구
FT0893,AR1170,중국법인,OC117,CNY,HSBC Trade Finance,2025-04-28,197575.61,0.0159,194434.16,소구
FT0894,AR1171,중국법인,OC117,CNY,BNP Paribas Factor,2025-08-25,1817979.42,0.0358,1752895.76,소구
FT0895,AR1172,중국법인,OC117,CNY,BNP Paribas Factor,2025-03-18,1756790.78,0.0358,1693897.67,소구
FT0896,AR1173,중국법인,OC117,CNY,HSBC Trade Finance,2025-07-07,348544.04,0.0257,339586.46,비소구
FT0897,AR1175,미국법인,OC118,USD,HSBC Trade Finance,2025-02-04,25896.31,0.0235,25287.75,비소구
FT0898,AR1176,미국법인,OC118,USD,IBK기업은행,2025-04-28,14353.05,0.0412,13761.7,소구
FT0899,AR1177,미국법인,OC118,USD,우리은행 무역금융,2025-03-25,5668.58,0.0434,5422.56,소구
FT0900,AR1178,미국법인,OC118,USD,우리은행 무역금융,2025-05-02,33639.63,0.0188,33007.2,소구
FT0901,AR1178,미국법인,OC118,USD,신한팩토링,2025-05-04,19650.64,0.0241,19177.06,소구
FT0902,AR1179,미국법인,OC118,USD,BNP Paribas Factor,2025-05-24,62275.16,0.043,59597.33,소구
FT0903,AR1181,미국법인,OC118,USD,BNP Paribas Factor,2025-03-13,24160.45,0.0416,23155.38,비소구
FT0904,AR1181,미국법인,OC118,USD,우리은행 무역금융,2025-03-07,17348.0,0.0345,16749.49,비소구
FT0905,AR1182,미국법인,OC118,USD,신한팩토링,2025-07-21,8999.59,0.0361,8674.7,비소구
FT0906,AR1185,미국법인,OC118,USD,우리은행 무역금융,2025-01-30,67400.77,0.0414,64610.38,소구
FT0907,AR1186,미국법인,OC118,USD,신한팩토링,2025-02-07,48047.86,0.0336,46433.45,소구
FT0908,AR1186,미국법인,OC118,USD,IBK기업은행,2025-01-21,23255.56,0.0436,22241.62,소구
FT0909,AR1187,미국법인,OC118,USD,HSBC Trade Finance,2025-02-24,39120.33,0.0251,38138.41,소구
FT0910,AR1188,싱가포르법인,OC119,SGD,HSBC Trade Finance,2025-05-05,2614.68,0.0157,2573.63,소구
FT0911,AR1189,싱가포르법인,OC119,SGD,IBK기업은행,2025-05-09,26558.78,0.0257,25876.22,소구
FT0912,AR1190,싱가포르법인,OC119,SGD,우리은행 무역금융,2025-08-01,26624.16,0.0242,25979.86,소구
FT0913,AR1191,싱가포르법인,OC119,SGD,BNP Paribas Factor,2025-08-28,14177.42,0.0412,13593.31,소구
FT0914,AR1191,싱가포르법인,OC119,SGD,HSBC Trade Finance,2025-08-21,16426.87,0.017,16147.61,소구
FT0915,AR1192,싱가포르법인,OC119,SGD,BNP Paribas Factor,2025-03-29,19268.72,0.0338,18617.44,소구
FT0916,AR1193,싱가포르법인,OC119,SGD,IBK기업은행,2025-07-13,35033.52,0.0231,34224.25,비소구
FT0917,AR1194,싱가포르법인,OC119,SGD,BNP Paribas Factor,2025-08-05,2825.94,0.0426,2705.55,소구
FT0918,AR1196,싱가포르법인,OC119,SGD,BNP Paribas Factor,2025-07-31,67498.47,0.0341,65196.77,소구
FT0919,AR1197,싱가포르법인,OC119,SGD,신한팩토링,2025-03-01,76182.21,0.0334,73637.72,비소구
FT0920,AR1198,싱가포르법인,OC119,SGD,HSBC Trade Finance,2025-01-09,18557.48,0.0184,18216.02,소구
FT0921,AR1199,싱가포르법인,OC119,SGD,우리은행 무역금융,2025-03-03,4684.02,0.0304,4541.63,소구
FT0922,AR1200,싱가포르법인,OC119,SGD,BNP Paribas Factor,2025-06-26,22571.41,0.0209,22099.67,소구
FT0923,AR1200,싱가포르법인,OC119,SGD,우리은행 무역금융,2025-06-27,21144.13,0.0195,20731.82,소구
FT0924,AR1201,싱가포르법인,OC119,SGD,우리은행 무역금융,2025-06-17,64276.76,0.0282,62464.16,비소구
FT0925,AR1202,미국법인,OC120,USD,BNP Paribas Factor,2025-03-21,47196.03,0.0351,45539.45,소구
FT0926,AR1203,미국법인,OC120,USD,IBK기업은행,2025-06-06,3574.89,0.0279,3475.15,비소구
FT0927,AR1204,미국법인,OC120,USD,HSBC Trade Finance,2025-08-17,36869.68,0.0332,35645.61,비소구
FT0928,AR1205,미국법인,OC120,USD,신한팩토링,2025-04-27,47163.53,0.0417,45196.81,소구
FT0929,AR1206,미국법인,OC120,USD,IBK기업은행,2025-04-03,48402.1,0.0438,46282.09,소구
FT0930,AR1208,미국법인,OC120,USD,우리은행 무역금융,2025-05-26,60161.67,0.0422,57622.85,소구
FT0931,AR1209,미국법인,OC120,USD,BNP Paribas Factor,2025-08-10,69889.23,0.044,66814.1,소구
FT0932,AR1212,미국법인,OC120,USD,우리은행 무역금융,2025-03-31,37427.04,0.0155,36846.92,소구
FT0933,AR1213,미국법인,OC120,USD,IBK기업은행,2025-02-26,40766.11,0.0448,38939.79,소구
FT0934,AR1214,미국법인,OC120,USD,신한팩토링,2025-03-21,21842.1,0.0274,21243.63,비소구
FT0935,AR1215,미국법인,OC120,USD,IBK기업은행,2025-06-16,64308.23,0.0232,62816.28,소구
FT0936,AR1216,미국법인,OC121,USD,BNP Paribas Factor,2025-04-22,58105.98,0.0405,55752.69,비소구
FT0937,AR1217,미국법인,OC121,USD,BNP Paribas Factor,2025-06-25,50767.6,0.0413,48670.9,소구
FT0938,AR1218,미국법인,OC121,USD,우리은행 무역금융,2025-06-15,10830.77,0.037,10430.03,비소구
FT0939,AR1220,미국법인,OC121,USD,IBK기업은행,2025-02-18,74572.45,0.027,72558.99,소구
FT0940,AR1221,미국법인,OC121,USD,우리은행 무역금융,2025-03-24,34711.06,0.0248,33850.23,소구
FT0941,AR1222,미국법인,OC121,USD,HSBC Trade Finance,2025-08-15,25623.23,0.0441,24493.25,비소구
FT0942,AR1226,중국법인,OC122,CNY,BNP Paribas Factor,2025-05-31,1150726.45,0.0348,1110681.17,비소구
FT0943,AR1227,중국법인,OC122,CNY,신한팩토링,2025-07-02,185061.93,0.0311,179306.5,비소구
FT0944,AR1230,중국법인,OC122,CNY,HSBC Trade Finance,2025-01-30,385718.6,0.0329,373028.46,소구
FT0945,AR1232,중국법인,OC122,CNY,IBK기업은행,2025-08-20,44112.23,0.0401,42343.33,소구
FT0946,AR1232,중국법인,OC122,CNY,BNP Paribas Factor,2025-08-17,20828.35,0.0356,20086.86,비소구
FT0947,AR1233,중국법인,OC123,CNY,HSBC Trade Finance,2025-05-18,2408471.86,0.044,2302499.1,비소구
FT0948,AR1234,중국법인,OC123,CNY,우리은행 무역금융,2025-08-05,113512.07,0.0327,109800.23,소구
FT0949,AR1235,중국법인,OC123,CNY,우리은행 무역금융,2025-07-07,1263031.31,0.0425,1209352.48,소구
FT0950,AR1236,중국법인,OC123,CNY,우리은행 무역금융,2025-06-14,282161.64,0.0168,277421.32,소구
FT0951,AR1236,중국법인,OC123,CNY,우리은행 무역금융,2025-06-09,160241.44,0.0282,155722.63,비소구
FT0952,AR1237,중국법인,OC123,CNY,BNP Paribas Factor,2025-01-12,707014.65,0.0348,682410.54,소구
FT0953,AR1238,중국법인,OC123,CNY,IBK기업은행,2025-05-12,887545.34,0.0373,854439.9,소구
