회수ID,채권ID,법인명,고객ID,회수일자,회수금액,통화
RC1175,AR1140,독일법인,OC114,2025-06-30,23579.49,EUR
RC1176,AR1141,독일법인,OC114,2025-06-30,45611.52,EUR
RC1177,AR1142,독일법인,OC114,2025-06-30,58807.76,EUR
RC1178,AR1142,독일법인,OC114,2025-06-30,58807.76,EUR
RC1179,AR1143,독일법인,OC114,2025-06-30,43105.77,EUR
RC1180,AR1144,독일법인,OC114,2025-06-30,9409.04,EUR
RC1181,AR1144,독일법인,OC114,2025-03-24,9409.05,EUR
RC1182,AR1145,독일법인,OC114,2025-06-30,12982.94,EUR
RC1183,AR1146,독일법인,OC114,2025-06-30,21314.3,EUR
RC1184,AR1146,독일법인,OC114,2025-06-30,21314.3,EUR
RC1185,AR1147,독일법인,OC114,2025-03-29,20028.61,EUR
RC1186,AR1147,독일법인,OC114,2025-02-06,20028.61,EUR
RC1187,AR1148,중국법인,OC115,2025-05-20,239937.0,CNY
RC1188,AR1148,중국법인,OC115,2025-05-22,239937.0,CNY
RC1189,AR1149,중국법인,OC115,2025-06-30,309873.0,CNY
RC1190,AR1149,중국법인,OC115,2025-06-30,309873.0,CNY
RC1191,AR1152,중국법인,OC115,2025-06-30,1080443.0,CNY
RC1192,AR1153,중국법인,OC115,2025-06-30,2134016.0,CNY
RC1193,AR1155,중국법인,OC115,2025-05-15,594930.0,CNY
RC1194,AR1155,중국법인,OC115,2025-03-29,594930.0,CNY
RC1195,AR1156,중국법인,OC115,2025-06-30,1143343.0,CNY
RC1196,AR1159,중국법인,OC116,2025-04-20,2165946.0,CNY
RC1197,AR1160,중국법인,OC116,2025-06-30,2736063.0,CNY
RC1198,AR1161,중국법인,OC116,2025-02-25,801834.0,CNY
RC1199,AR1161,중국법인,OC116,2025-01-31,801834.0,CNY
RC1200,AR1162,중국법인,OC116,2025-06-30,2888573.0,CNY
RC1201,AR1163,중국법인,OC116,2025-06-30,959805.5,CNY
RC1202,AR1163,중국법인,OC116,2025-06-30,959805.5,CNY
RC1203,AR1164,중국법인,OC116,2025-06-30,735183.25,CNY
RC1204,AR1164,중국법인,OC116,2025-06-30,735183.25,CNY
RC1205,AR1165,중국법인,OC117,2025-06-30,592436.25,CNY
RC1206,AR1165,중국법인,OC117,2025-05-16,592436.25,CNY
RC1207,AR1166,중국법인,OC117,2025-06-30,363062.5,CNY
RC1208,AR1166,중국법인,OC117,2025-06-21,363062.5,CNY
RC1209,AR1168,중국법인,OC117,2025-06-30,280373.0,CNY
RC1210,AR1169,중국법인,OC117,2025-06-30,143719.25,CNY
RC1211,AR1169,중국법인,OC117,2025-06-30,143719.25,CNY
RC1212,AR1171,중국법인,OC117,2025-06-30,749449.0,CNY
RC1213,AR1171,중국법인,OC117,2025-06-30,749449.0,CNY
RC1214,AR1173,중국법인,OC117,2025-06-30,539286.0,CNY
RC1215,AR1175,미국법인,OC118,2025-05-27,49731.32,USD
RC1216,AR1177,미국법인,OC118,2025-06-30,6999.54,USD
RC1217,AR1178,미국법인,OC118,2025-06-30,36703.71,USD
RC1218,AR1178,미국법인,OC118,2025-06-27,36703.72,USD
RC1219,AR1179,미국법인,OC118,2025-05-21,31796.4,USD
RC1220,AR1179,미국법인,OC118,2025-05-25,31796.4,USD
RC1221,AR1180,미국법인,OC118,2025-03-28,116659.1,USD
RC1222,AR1181,미국법인,OC118,2025-06-02,36002.55,USD
RC1223,AR1183,미국법인,OC118,2025-01-22,24824.54,USD
RC1224,AR1185,미국법인,OC118,2025-02-20,97751.29,USD
RC1225,AR1186,미국법인,OC118,2025-05-02,53846.05,USD
RC1226,AR1187,미국법인,OC118,2025-06-11,19778.46,USD
RC1227,AR1187,미국법인,OC118,2025-03-03,19778.45,USD
RC1228,AR1188,싱가포르법인,OC119,2025-06-30,5160.39,SGD
RC1229,AR1189,싱가포르법인,OC119,2025-06-26,30227.3,SGD
RC1230,AR1190,싱가포르법인,OC119,2025-06-30,13655.95,SGD
RC1231,AR1191,싱가포르법인,OC119,2025-06-30,44703.89,SGD
RC1232,AR1192,싱가포르법인,OC119,2025-04-27,16788.84,SGD
RC1233,AR1193,싱가포르법인,OC119,2025-06-30,22045.86,SGD
RC1234,AR1194,싱가포르법인,OC119,2025-06-30,6696.47,SGD
RC1235,AR1195,싱가포르법인,OC119,2025-06-30,28125.61,SGD
RC1236,AR1195,싱가포르법인,OC119,2025-03-28,28125.61,SGD
RC1237,AR1196,싱가포르법인,OC119,2025-06-30,57219.86,SGD
RC1238,AR1199,싱가포르법인,OC119,2025-04-06,8914.91,SGD
RC1239,AR1201,싱가포르법인,OC119,2025-06-30,97856.91,SGD
RC1240,AR1202,미국법인,OC120,2025-04-04,15279.66,USD
RC1241,AR1202,미국법인,OC120,2025-05-25,15279.66,USD
RC1242,AR1203,미국법인,OC120,2025-06-30,5292.21,USD
RC1243,AR1205,미국법인,OC120,2025-06-30,75951.29,USD
RC1244,AR1207,미국법인,OC120,2025-04-30,16981.12,USD
RC1245,AR1207,미국법인,OC120,2025-02-01,16981.13,USD
RC1246,AR1210,미국법인,OC120,2025-05-22,5248.4,USD
RC1247,AR1211,미국법인,OC120,2025-04-24,40363.69,USD
RC1248,AR1212,미국법인,OC120,2025-06-30,76324.91,USD
RC1249,AR1213,미국법인,OC120,2025-03-12,12444.14,USD
RC1250,AR1213,미국법인,OC120,2025-03-05,12444.13,USD
RC1251,AR1214,미국법인,OC120,2025-06-03,35034.09,USD
RC1252,AR1217,미국법인,OC121,2025-06-22,65722.92,USD
RC1253,AR1218,미국법인,OC121,2025-06-30,9085.88,USD
RC1254,AR1218,미국법인,OC121,2025-06-21,9085.89,USD
RC1255,AR1219,미국법인,OC121,2025-06-30,97888.67,USD
RC1256,AR1220,미국법인,OC121,2025-05-29,106846.97,USD
RC1257,AR1225,중국법인,OC122,2025-06-30,216662.5,CNY
RC1258,AR1225,중국법인,OC122,2025-06-30,216662.5,CNY
RC1259,AR1226,중국법인,OC122,2025-06-30,1220312.5,CNY
RC1260,AR1226,중국법인,OC122,2025-06-30,1220312.5,CNY
RC1261,AR1227,중국법인,OC122,2025-06-30,203369.0,CNY
RC1262,AR1229,중국법인,OC122,2025-06-30,991236.0,CNY
RC1263,AR1229,중국법인,OC122,2025-06-30,991236.0,CNY
RC1264,AR1230,중국법인,OC122,2025-04-09,328110.5,CNY
RC1265,AR1230,중국법인,OC122,2025-06-21,328110.5,CNY
RC1266,AR1231,중국법인,OC122,2025-06-30,1928651.0,CNY
RC1267,AR1233,중국법인,OC123,2025-06-30,1498228.0,CNY
RC1268,AR1233,중국법인,OC123,2025-06-30,1498228.0,CNY
RC1269,AR1234,중국법인,OC123,2025-06-30,46188.25,CNY
RC1270,AR1234,중국법인,OC123,2025-06-30,46188.25,CNY
RC1271,AR1236,중국법인,OC123,2025-06-28,151720.0,CNY
RC1272,AR1236,중국법인,OC123,2025-06-30,151720.0,CNY
RC1273,AR1237,중국법인,OC123,2025-04-14,722527.5,CNY
RC1274,AR1238,중국법인,OC123,2025-06-30,445778.0,CNY
RC1275,AR1238,중국법인,OC123,2025-06-30,445778.0,CNY
RC1276,AR1239,중국법인,OC123,2025-04-14,54001.5,CNY
RC1277,AR1239,중국법인,OC123,2025-04-11,54001.5,CNY
RC1278,AR1240,중국법인,OC123,2025-06-08,232873.0,CNY
RC1279,AR1240,중국법인,OC123,2025-06-30,232873.0,CNY
RC1280,AR1241,중국법인,OC123,2025-06-30,1494279.5,CNY
RC1281,AR1241,중국법인,OC123,2025-06-30,1494279.5,CNY
RC1282,AR1245,미국법인,OC124,2025-05-20,2977.5,USD
RC1283,AR1245,미국법인,OC124,2025-03-24,2977.49,USD
RC1284,AR1246,미국법인,OC124,2025-04-07,39041.72,USD
RC1285,AR1247,미국법인,OC124,2025-06-30,111031.12,USD
RC1286,AR1248,미국법인,OC124,2025-05-07,7548.58,USD
RC1287,AR1249,미국법인,OC124,2025-06-30,3049.14,USD
RC1288,AR1249,미국법인,OC124,2025-06-30,3049.13,USD
RC1289,AR1250,미국법인,OC124,2025-06-30,47850.44,USD
RC1290,AR1251,미국법인,OC124,2025-06-30,88951.98,USD
RC1291,AR1252,미국법인,OC124,2025-06-30,71100.68,USD
RC1292,AR1253,미국법인,OC124,2025-06-30,16855.82,USD
RC1293,AR1254,중국법인,OC125,2025-04-12,1725848.0,CNY
RC1294,AR1255,중국법인,OC125,2025-04-30,1953850.0,CNY
RC1295,AR1256,중국법인,OC125,2025-06-15,725419.0,CNY
RC1296,AR1257,중국법인,OC125,2025-06-30,96736.0,CNY
RC1297,AR1257,중국법인,OC125,2025-06-30,96736.0,CNY
RC1298,AR1258,중국법인,OC125,2025-06-30,2987594.0,CNY
RC1299,AR1259,중국법인,OC125,2025-06-30,111351.5,CNY
RC1300,AR1260,중국법인,OC125,2025-06-15,1036500.0,CNY
RC1301,AR1260,중국법인,OC125,2025-04-30,1036500.0,CNY
RC1302,AR1262,중국법인,OC125,2025-06-30,1321553.0,CNY
RC1303,AR1263,중국법인,OC125,2025-03-04,891232.0,CNY
RC1304,AR1264,중국법인,OC125,2025-06-30,623286.5,CNY
RC1305,AR1264,중국법인,OC125,2025-06-30,623286.5,CNY
RC1306,AR1265,중국법인,OC125,2025-06-30,2582648.0,CNY
RC1307,AR1267,중국법인,OC125,2025-06-30,617846.0,CNY
RC1308,AR1267,중국법인,OC125,2025-06-30,617846.0,CNY
RC1309,AR1268,독일법인,OC126,2025-03-08,93106.19,EUR
RC1310,AR1270,독일법인,OC126,2025-06-30,29950.3,EUR
RC1311,AR1271,독일법인,OC126,2025-06-30,16602.7,EUR
RC1312,AR1271,독일법인,OC126,2025-06-30,16602.69,EUR
RC1313,AR1272,독일법인,OC126,2025-06-30,55777.38,EUR
RC1314,AR1272,독일법인,OC126,2025-03-17,55777.39,EUR
RC1315,AR1274,독일법인,OC127,2025-03-10,11261.34,EUR
RC1316,AR1274,독일법인,OC127,2025-04-17,11261.34,EUR
RC1317,AR1275,독일법인,OC127,2025-06-30,27440.16,EUR
RC1318,AR1275,독일법인,OC127,2025-06-30,27440.16,EUR
RC1319,AR1276,독일법인,OC127,2025-03-17,10810.76,EUR
RC1320,AR1277,독일법인,OC127,2025-04-05,51987.72,EUR
RC1321,AR1278,독일법인,OC127,2025-04-28,19447.98,EUR
RC1322,AR1281,독일법인,OC127,2025-06-30,11642.48,EUR
RC1323,AR1281,독일법인,OC127,2025-06-30,11642.48,EUR
RC1324,AR1284,독일법인,OC127,2025-05-20,35434.16,EUR
RC1325,AR1284,독일법인,OC127,2025-02-27,35434.17,EUR
RC1326,AR1285,독일법인,OC127,2025-06-29,11906.89,EUR
RC1327,AR1285,독일법인,OC127,2025-06-30,11906.89,EUR
RC1328,AR1286,독일법인,OC127,2025-03-25,112913.35,EUR
RC1329,AR1288,독일법인,OC128,2025-04-30,52745.96,EUR
RC1330,AR1288,독일법인,OC128,2025-03-22,52745.97,EUR
RC1331,AR1293,독일법인,OC128,2025-06-28,73968.8,EUR
RC1332,AR1295,독일법인,OC128,2025-06-30,54429.06,EUR
RC1333,AR1296,독일법인,OC128,2025-06-30,36056.0,EUR
RC1334,AR1296,독일법인,OC128,2025-04-11,36055.99,EUR
RC1335,AR1298,독일법인,OC128,2025-06-30,42009.08,EUR
RC1336,AR1298,독일법인,OC128,2025-06-30,42009.08,EUR
RC1337,AR1299,독일법인,OC128,2025-06-30,4282.12,EUR
RC1338,AR1300,독일법인,OC128,2025-06-30,83830.09,EUR
RC1339,AR1302,미국법인,OC129,2025-06-07,35971.94,USD
RC1340,AR1302,미국법인,OC129,2025-05-25,35971.93,USD
RC1341,AR1304,미국법인,OC129,2025-05-11,6003.38,USD
RC1342,AR1304,미국법인,OC129,2025-01-26,6003.39,USD
RC1343,AR1305,미국법인,OC129,2025-01-31,9673.79,USD
RC1344,AR1305,미국법인,OC129,2025-03-23,9673.79,USD
RC1345,AR1306,미국법인,OC129,2025-06-09,40505.75,USD
RC1346,AR1306,미국법인,OC129,2025-06-08,40505.75,USD
RC1347,AR1307,미국법인,OC129,2025-06-30,30303.62,USD
RC1348,AR1307,미국법인,OC129,2025-06-30,30303.62,USD
RC1349,AR1310,미국법인,OC129,2025-06-30,59356.45,USD
RC1350,AR1310,미국법인,OC129,2025-06-30,59356.45,USD
RC1351,AR1313,미국법인,OC129,2025-03-04,17316.46,USD
RC1352,AR1313,미국법인,OC129,2025-06-10,17316.46,USD
RC1353,AR1314,미국법인,OC129,2025-06-30,29832.04,USD
RC1354,AR1314,미국법인,OC129,2025-06-30,29832.05,USD
RC1355,AR1315,싱가포르법인,OC130,2025-06-30,11310.59,SGD
RC1356,AR1316,싱가포르법인,OC130,2025-06-17,7530.76,SGD
RC1357,AR1317,싱가포르법인,OC130,2025-06-30,2354.23,SGD
RC1358,AR1317,싱가포르법인,OC130,2025-06-30,2354.23,SGD
RC1359,AR1318,싱가포르법인,OC130,2025-06-30,21185.29,SGD
RC1360,AR1320,싱가포르법인,OC130,2025-06-30,17091.81,SGD
RC1361,AR1320,싱가포르법인,OC130,2025-06-30,17091.82,SGD
RC1362,AR1321,싱가포르법인,OC130,2025-06-30,1961.09,SGD
RC1363,AR1321,싱가포르법인,OC130,2025-06-30,1961.09,SGD
RC1364,AR1322,싱가포르법인,OC130,2025-06-30,24109.08,SGD
RC1365,AR1326,싱가포르법인,OC130,2025-06-30,13318.26,SGD
RC1366,AR1327,싱가포르법인,OC130,2025-06-09,104985.19,SGD
RC1367,AR1329,중국법인,OC131,2025-05-18,1258173.0,CNY
RC1368,AR1330,중국법인,OC131,2025-05-28,787530.0,CNY
RC1369,AR1332,중국법인,OC131,2025-06-30,272081.0,CNY
RC1370,AR1332,중국법인,OC131,2025-06-30,272081.0,CNY
RC1371,AR1334,중국법인,OC131,2025-06-30,1821353.0,CNY
RC1372,AR1335,중국법인,OC131,2025-06-30,923904.5,CNY
RC1373,AR1336,중국법인,OC131,2025-06-30,1516569.0,CNY
RC1374,AR1337,중국법인,OC131,2025-06-09,1391741.0,CNY
RC1375,AR1337,중국법인,OC131,2025-06-30,1391741.0,CNY
RC1376,AR1338,중국법인,OC132,2025-06-30,706516.0,CNY
RC1377,AR1339,중국법인,OC132,2025-06-30,60535.5,CNY
RC1378,AR1339,중국법인,OC132,2025-06-30,60535.5,CNY
RC1379,AR1340,중국법인,OC132,2025-06-30,1102659.5,CNY
RC1380,AR1340,중국법인,OC132,2025-06-30,1102659.5,CNY
RC1381,AR1341,중국법인,OC132,2025-04-30,610946.5,CNY
RC1382,AR1341,중국법인,OC132,2025-06-30,610946.5,CNY
RC1383,AR1342,중국법인,OC132,2025-06-30,1083224.0,CNY
RC1384,AR1342,중국법인,OC132,2025-06-30,1083224.0,CNY
RC1385,AR1344,중국법인,OC132,2025-06-02,754471.0,CNY
RC1386,AR1345,중국법인,OC132,2025-06-05,488937.75,CNY
RC1387,AR1345,중국법인,OC132,2025-06-05,488937.75,CNY
RC1388,AR1346,중국법인,OC132,2025-06-21,978752.5,CNY
RC1389,AR1347,중국법인,OC132,2025-05-29,447727.5,CNY
RC1390,AR1347,중국법인,OC132,2025-05-27,447727.5,CNY
RC1391,AR1349,중국법인,OC132,2025-04-07,695000.0,CNY
RC1392,AR1350,미국법인,OC133,2025-06-30,7414.42,USD
RC1393,AR1350,미국법인,OC133,2025-06-30,7414.42,USD
RC1394,AR1351,미국법인,OC133,2025-06-30,47729.73,USD
RC1395,AR1353,미국법인,OC133,2025-06-30,20868.45,USD
RC1396,AR1353,미국법인,OC133,2025-06-30,20868.45,USD
RC1397,AR1354,미국법인,OC133,2025-04-21,12706.46,USD
RC1398,AR1354,미국법인,OC133,2025-06-30,12706.46,USD
RC1399,AR1355,미국법인,OC133,2025-06-30,22557.82,USD
RC1400,AR1355,미국법인,OC133,2025-02-26,22557.82,USD
RC1401,AR1356,미국법인,OC133,2025-06-30,69127.46,USD
RC1402,AR1357,미국법인,OC133,2025-06-30,27284.56,USD
RC1403,AR1357,미국법인,OC133,2025-06-30,27284.57,USD
RC1404,AR1358,미국법인,OC133,2025-02-27,29070.64,USD
RC1405,AR1358,미국법인,OC133,2025-06-01,29070.64,USD
RC1406,AR1359,미국법인,OC133,2025-06-30,4669.24,USD
RC1407,AR1359,미국법인,OC133,2025-04-29,4669.25,USD
RC1408,AR1360,미국법인,OC133,2025-06-30,38753.75,USD
RC1409,AR1360,미국법인,OC133,2025-06-30,38753.75,USD
RC1410,AR1361,미국법인,OC133,2025-03-29,3350.39,USD
RC1411,AR1361,미국법인,OC133,2025-05-05,3350.39,USD
RC1412,AR1362,미국법인,OC133,2025-04-11,19692.11,USD
RC1413,AR1362,미국법인,OC133,2025-05-20,19692.11,USD
RC1414,AR1365,중국법인,OC134,2025-06-30,904865.5,CNY
RC1415,AR1366,중국법인,OC134,2025-06-30,2695997.0,CNY
RC1416,AR1367,중국법인,OC134,2025-06-30,1095215.0,CNY
RC1417,AR1367,중국법인,OC134,2025-06-30,1095215.0,CNY
RC1418,AR1370,독일법인,OC135,2025-06-30,11823.9,EUR
RC1419,AR1370,독일법인,OC135,2025-06-30,11823.9,EUR
RC1420,AR1371,독일법인,OC135,2025-06-30,17516.49,EUR
RC1421,AR1373,독일법인,OC135,2025-05-20,6362.62,EUR
RC1422,AR1373,독일법인,OC135,2025-06-02,6362.63,EUR
RC1423,AR1374,독일법인,OC135,2025-06-30,58190.98,EUR
RC1424,AR1374,독일법인,OC135,2025-06-11,58190.97,EUR
RC1425,AR1375,독일법인,OC135,2025-05-25,26129.9,EUR
RC1426,AR1375,독일법인,OC135,2025-06-30,26129.9,EUR
RC1427,AR1376,독일법인,OC135,2025-06-30,27449.4,EUR
RC1428,AR1376,독일법인,OC135,2025-06-30,27449.4,EUR
RC1429,AR1377,독일법인,OC135,2025-06-30,44964.1,EUR
RC1430,AR1377,독일법인,OC135,2025-06-30,44964.11,EUR
RC1431,AR1378,독일법인,OC135,2025-06-30,16105.66,EUR
RC1432,AR1378,독일법인,OC135,2025-06-30,16105.66,EUR
RC1433,AR1383,싱가포르법인,OC136,2025-06-30,41207.34,SGD
RC1434,AR1383,싱가포르법인,OC136,2025-06-30,41207.33,SGD
RC1435,AR1385,싱가포르법인,OC136,2025-06-30,19625.73,SGD
RC1436,AR1385,싱가포르법인,OC136,2025-06-30,19625.73,SGD
RC1437,AR1386,싱가포르법인,OC136,2025-06-30,98502.9,SGD
RC1438,AR1387,싱가포르법인,OC136,2025-06-30,36538.55,SGD
RC1439,AR1388,싱가포르법인,OC136,2025-06-30,41620.38,SGD
RC1440,AR1389,독일법인,OC137,2025-05-17,46574.08,EUR
RC1441,AR1389,독일법인,OC137,2025-04-30,46574.08,EUR
RC1442,AR1390,독일법인,OC137,2025-06-30,15809.01,EUR
RC1443,AR1391,독일법인,OC137,2025-04-17,95784.45,EUR
RC1444,AR1392,독일법인,OC137,2025-06-05,11642.25,EUR
RC1445,AR1393,독일법인,OC137,2025-06-30,43538.48,EUR
RC1446,AR1393,독일법인,OC137,2025-06-30,43538.47,EUR
RC1447,AR1394,독일법인,OC137,2025-05-15,83165.9,EUR
RC1448,AR1396,독일법인,OC137,2025-06-23,6910.11,EUR
RC1449,AR1396,독일법인,OC137,2025-06-30,6910.11,EUR
RC1450,AR1397,독일법인,OC137,2025-06-30,27994.52,EUR
RC1451,AR1397,독일법인,OC137,2025-06-30,27994.51,EUR
RC1452,AR1398,독일법인,OC137,2025-02-04,55750.96,EUR
RC1453,AR1398,독일법인,OC137,2025-03-13,55750.95,EUR
RC1454,AR1399,독일법인,OC137,2025-03-15,34345.63,EUR
RC1455,AR1400,독일법인,OC137,2025-06-30,14947.62,EUR
RC1456,AR1400,독일법인,OC137,2025-06-30,14947.61,EUR
RC1457,AR1403,베트남법인,OC138,2025-06-18,229176.5,VND
RC1458,AR1403,베트남법인,OC138,2025-06-30,229176.5,VND
RC1459,AR1404,베트남법인,OC138,2025-06-21,1273802.5,VND
RC1460,AR1405,베트남법인,OC138,2025-06-30,632574.0,VND
RC1461,AR1405,베트남법인,OC138,2025-06-30,632574.0,VND
RC1462,AR1406,베트남법인,OC138,2025-03-27,249062.5,VND
RC1463,AR1406,베트남법인,OC138,2025-06-30,249062.5,VND
RC1464,AR1408,베트남법인,OC138,2025-06-30,2582494.0,VND
RC1465,AR1409,베트남법인,OC138,2025-06-30,1242540.0,VND
RC1466,AR1410,베트남법인,OC138,2025-06-27,326804.75,VND
RC1467,AR1410,베트남법인,OC138,2025-06-30,326804.75,VND
RC1468,AR1411,베트남법인,OC138,2025-06-30,2147256.0,VND
RC1469,AR1412,베트남법인,OC138,2025-06-30,781237.0,VND
RC1470,AR1412,베트남법인,OC138,2025-06-30,781237.0,VND
RC1471,AR1413,중국법인,OC139,2025-06-30,248885.0,CNY
RC1472,AR1414,중국법인,OC139,2025-06-21,353078.0,CNY
RC1473,AR1417,중국법인,OC139,2025-06-30,853580.0,CNY
RC1474,AR1418,중국법인,OC139,2025-06-30,1493767.0,CNY
RC1475,AR1418,중국법인,OC139,2025-06-30,1493767.0,CNY
RC1476,AR1419,중국법인,OC139,2025-03-18,695911.75,CNY
RC1477,AR1419,중국법인,OC139,2025-02-24,695911.75,CNY
RC1478,AR1420,중국법인,OC139,2025-02-22,2578770.0,CNY
RC1479,AR1421,중국법인,OC139,2025-06-30,2989093.0,CNY
RC1480,AR1427,싱가포르법인,OC140,2025-03-30,25265.86,SGD
RC1481,AR1427,싱가포르법인,OC140,2025-04-22,25265.86,SGD
RC1482,AR1428,싱가포르법인,OC140,2025-06-30,29508.8,SGD
RC1483,AR1428,싱가포르법인,OC140,2025-06-30,29508.81,SGD
RC1484,AR1429,싱가포르법인,OC140,2025-06-30,25309.52,SGD
RC1485,AR1430,싱가포르법인,OC140,2025-06-30,9038.3,SGD
RC1486,AR1434,싱가포르법인,OC140,2025-06-30,114658.09,SGD
RC1487,AR1435,베트남법인,OC141,2025-06-30,900609.5,VND
RC1488,AR1436,베트남법인,OC141,2025-04-28,2205796.0,VND
RC1489,AR1437,베트남법인,OC141,2025-06-30,584160.75,VND
RC1490,AR1437,베트남법인,OC141,2025-06-30,584160.75,VND
RC1491,AR1441,베트남법인,OC141,2025-06-30,656492.5,VND
RC1492,AR1441,베트남법인,OC141,2025-06-30,656492.5,VND
RC1493,AR1443,베트남법인,OC141,2025-04-01,247294.0,VND
RC1494,AR1444,베트남법인,OC141,2025-06-10,838858.0,VND
RC1495,AR1444,베트남법인,OC141,2025-06-30,838858.0,VND
RC1496,AR1445,미국법인,OC142,2025-06-30,7071.08,USD
RC1497,AR1445,미국법인,OC142,2025-06-30,7071.08,USD
RC1498,AR1446,미국법인,OC142,2025-06-30,7509.39,USD
RC1499,AR1446,미국법인,OC142,2025-06-30,7509.39,USD
RC1500,AR1447,미국법인,OC142,2025-06-30,1309.38,USD
RC1501,AR1447,미국법인,OC142,2025-06-30,1309.38,USD
RC1502,AR1449,미국법인,OC142,2025-06-30,51311.16,USD
RC1503,AR1449,미국법인,OC142,2025-06-30,51311.15,USD
RC1504,AR1450,미국법인,OC142,2025-06-30,10094.06,USD
RC1505,AR1452,미국법인,OC142,2025-06-30,29909.28,USD
RC1506,AR1452,미국법인,OC142,2025-06-30,29909.29,USD
RC1507,AR1453,미국법인,OC142,2025-06-30,8800.88,USD
RC1508,AR1453,미국법인,OC142,2025-06-30,8800.88,USD
RC1509,AR1455,미국법인,OC142,2025-06-30,11932.08,USD
RC1510,AR1455,미국법인,OC142,2025-06-30,11932.09,USD
RC1511,AR1456,미국법인,OC142,2025-06-10,49174.95,USD
RC1512,AR1456,미국법인,OC142,2025-06-30,49174.95,USD
RC1513,AR1457,미국법인,OC142,2025-04-09,8060.5,USD
RC1514,AR1458,미국법인,OC142,2025-06-30,119768.08,USD
RC1515,AR1460,독일법인,OC143,2025-05-30,5767.82,EUR
RC1516,AR1460,독일법인,OC143,2025-06-24,5767.83,EUR
RC1517,AR1463,독일법인,OC143,2025-03-21,57076.19,EUR
RC1518,AR1464,독일법인,OC143,2025-06-30,7293.8,EUR
RC1519,AR1465,미국법인,OC144,2025-04-19,34750.93,USD
RC1520,AR1465,미국법인,OC144,2025-03-03,34750.93,USD
RC1521,AR1466,미국법인,OC144,2025-06-30,53919.3,USD
RC1522,AR1466,미국법인,OC144,2025-06-30,53919.3,USD
RC1523,AR1468,미국법인,OC144,2025-06-30,9279.24,USD
RC1524,AR1468,미국법인,OC144,2025-06-30,9279.23,USD
RC1525,AR1469,미국법인,OC144,2025-06-30,18380.68,USD
RC1526,AR1469,미국법인,OC144,2025-06-30,18380.67,USD
RC1527,AR1471,미국법인,OC144,2025-06-30,7273.29,USD
RC1528,AR1471,미국법인,OC144,2025-06-30,7273.29,USD
RC1529,AR1472,미국법인,OC144,2025-06-05,4999.27,USD
RC1530,AR1472,미국법인,OC144,2025-02-14,4999.28,USD
RC1531,AR1473,미국법인,OC144,2025-05-25,17462.22,USD
RC1532,AR1473,미국법인,OC144,2025-02-07,17462.22,USD
RC1533,AR1474,미국법인,OC144,2025-05-11,16565.28,USD
RC1534,AR1476,중국법인,OC145,2025-03-21,1064734.0,CNY
RC1535,AR1478,중국법인,OC145,2025-06-30,704507.5,CNY
RC1536,AR1478,중국법인,OC145,2025-06-30,704507.5,CNY
RC1537,AR1479,중국법인,OC145,2025-06-30,255152.75,CNY
RC1538,AR1479,중국법인,OC145,2025-06-30,255152.75,CNY
RC1539,AR1480,중국법인,OC145,2025-05-08,932953.5,CNY
RC1540,AR1480,중국법인,OC145,2025-05-01,932953.5,CNY
RC1541,AR1481,중국법인,OC145,2025-04-21,634842.0,CNY
RC1542,AR1483,미국법인,OC146,2025-06-30,41551.6,USD
RC1543,AR1484,미국법인,OC146,2025-06-30,68216.8,USD
RC1544,AR1485,미국법인,OC146,2025-06-30,23459.64,USD
RC1545,AR1485,미국법인,OC146,2025-05-22,23459.63,USD
RC1546,AR1486,미국법인,OC146,2025-06-30,4313.04,USD
RC1547,AR1486,미국법인,OC146,2025-06-30,4313.05,USD
RC1548,AR1487,미국법인,OC146,2025-06-30,9627.8,USD
RC1549,AR1487,미국법인,OC146,2025-06-30,9627.81,USD
RC1550,AR1488,미국법인,OC146,2025-06-30,44992.75,USD
RC1551,AR1489,미국법인,OC146,2025-03-07,59994.6,USD
RC1552,AR1490,미국법인,OC146,2025-06-30,90094.47,USD
RC1553,AR1491,미국법인,OC146,2025-06-30,14651.76,USD
RC1554,AR1491,미국법인,OC146,2025-06-30,14651.77,USD
RC1555,AR1492,미국법인,OC146,2025-06-30,28954.92,USD
RC1556,AR1492,미국법인,OC146,2025-06-30,28954.92,USD
RC1557,AR1496,미국법인,OC146,2025-06-30,27190.21,USD
RC1558,AR1496,미국법인,OC146,2025-06-30,27190.21,USD
RC1559,AR1498,독일법인,OC147,2025-06-30,35644.41,EUR
RC1560,AR1498,독일법인,OC147,2025-06-30,35644.41,EUR
RC1561,AR1501,독일법인,OC147,2025-06-30,51857.76,EUR
RC1562,AR1501,독일법인,OC147,2025-06-30,51857.75,EUR
RC1563,AR1502,독일법인,OC147,2025-06-30,21368.19,EUR
RC1564,AR1503,독일법인,OC147,2025-06-30,14655.8,EUR
RC1565,AR1503,독일법인,OC147,2025-06-30,14655.79,EUR
RC1566,AR1504,독일법인,OC147,2025-06-30,54264.94,EUR
RC1567,AR1504,독일법인,OC147,2025-06-30,54264.95,EUR
RC1568,AR1505,독일법인,OC147,2025-06-30,23577.56,EUR
RC1569,AR1506,독일법인,OC147,2025-06-30,52288.3,EUR
RC1570,AR1506,독일법인,OC147,2025-06-30,52288.31,EUR
RC1571,AR1507,중국법인,OC148,2025-06-30,236167.0,CNY
RC1572,AR1508,중국법인,OC148,2025-06-28,2892334.0,CNY
